,Person ID,Region,Residence Type,Family Composition,Population Base,Sex,Age,Marital Status,Student,Country of Birth,Health,Ethnic Group,Religion,Economic Activity,Occupation,Industry,Hours worked per week,Approximated Social Grade
463503,7866848,E12000007,H,2,1,1,6,2,2,2,1,1,2,1,2,6,3,1
491882,7895179,E12000007,H,2,1,1,5,2,2,1,3,1,2,1,1,12,3,2
536823,7943330,W92000004,H,2,1,1,7,2,2,1,3,1,2,5,8,6,-9,3
535979,7939011,W92000004,H,1,1,2,5,1,2,1,2,1,1,5,2,2,-9,1
336044,7733482,E12000002,H,-9,2,1,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9
295083,7693595,E12000005,H,2,1,2,8,2,2,1,3,1,2,5,2,10,-9,1
169403,7571095,E12000006,H,3,1,2,2,1,2,1,3,1,1,3,-9,-9,-9,4
249716,7650737,E12000006,H,2,1,2,6,2,2,1,3,1,2,1,2,10,2,1
251930,7653693,E12000004,H,5,1,2,5,5,2,2,2,1,2,9,-9,-9,-9,4
407290,7807237,E12000005,H,5,1,2,2,1,2,1,3,3,6,7,-9,-9,-9,4
150066,7547388,E12000009,H,1,1,2,5,4,2,1,1,1,2,1,6,11,1,3
295779,7692988,E12000005,H,3,1,1,3,1,2,1,1,1,2,1,2,7,3,1
169578,7569702,E12000006,H,2,1,2,4,2,1,1,2,1,2,6,6,11,-9,2
412696,7805224,E12000005,H,5,1,2,5,1,2,2,2,4,2,1,2,11,3,1
549198,7945816,W92000004,H,2,1,2,1,1,1,2,1,1,2,-9,-9,-9,-9,-9
345587,7747103,E12000002,H,5,1,1,1,1,1,2,2,4,6,-9,-9,-9,-9,-9
385280,7790962,E12000001,H,1,1,1,2,5,1,2,1,3,2,4,2,10,-9,2
439582,7842256,E12000003,H,2,1,1,2,1,2,1,1,1,2,9,3,12,-9,3
32989,7425098,E12000004,H,3,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
379731,7780152,E12000003,H,3,1,2,3,4,2,1,1,1,2,1,2,10,4,1
34386,7429956,E12000005,H,5,1,2,3,3,2,1,1,1,1,7,9,8,-9,4
493450,7896746,E12000007,H,2,1,2,2,1,2,1,1,1,1,1,4,8,3,2
287468,7689076,E12000005,H,1,1,2,8,5,2,1,2,1,2,5,5,2,-9,4
139067,7538060,E12000004,H,2,1,2,3,2,2,1,1,1,1,1,3,2,3,1
163884,7559652,E12000006,H,3,1,2,3,1,2,1,4,1,1,1,4,7,3,2
159075,7554838,E12000008,H,2,1,1,7,2,2,1,3,1,2,2,8,2,2,4
81497,7477021,E12000008,H,2,1,2,4,2,2,1,1,1,2,2,2,8,3,1
134803,7529188,E12000002,H,3,1,2,4,4,2,2,2,1,2,1,7,5,2,4
468384,7872393,E12000007,H,5,1,2,8,5,2,2,3,1,9,5,-9,-9,-9,4
126280,7524465,E12000006,H,1,1,1,4,1,2,1,2,1,1,2,5,3,4,3
72735,7468439,E12000008,H,2,1,1,3,2,2,2,1,4,2,7,9,6,-9,1
75316,7467576,E12000008,H,2,1,2,3,2,2,1,2,1,1,1,1,6,4,1
396213,7798312,E12000001,H,1,1,1,5,4,2,1,3,1,1,3,9,3,-9,4
176884,7570654,E12000006,H,5,1,1,2,1,2,1,4,1,1,8,-9,-9,-9,2
397060,7799494,E12000001,H,1,1,2,6,3,2,1,2,1,2,1,6,11,3,3
443870,7848394,E12000003,H,3,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
476109,7877295,E12000007,H,2,1,1,6,2,2,2,2,3,4,1,1,4,4,1
445631,7851455,E12000007,H,1,1,1,5,4,2,2,3,2,2,1,9,4,3,4
353924,7752259,E12000002,H,2,1,1,8,2,2,2,2,1,2,5,8,2,-9,2
278706,7676466,E12000008,H,2,1,2,5,2,2,1,2,1,1,1,7,8,3,4
475044,7879123,E12000007,H,3,1,1,4,2,2,1,1,1,1,1,5,3,3,3
110721,7509865,E12000009,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
129526,7526738,E12000006,H,2,1,2,5,2,2,2,1,3,4,2,2,11,3,1
237187,7639364,E12000004,H,2,1,1,3,2,2,2,2,3,2,1,9,5,3,4
50309,7449313,E12000009,H,2,1,2,8,2,2,2,3,1,2,5,8,4,-9,4
155771,7552711,E12000009,H,2,1,2,7,2,2,1,2,1,2,5,4,11,-9,2
351393,7755900,E12000002,H,2,1,1,1,1,2,1,1,5,6,-9,-9,-9,-9,-9
175694,7574367,E12000009,H,1,1,1,7,1,2,1,1,1,2,5,3,6,-9,2
139219,7540083,E12000004,H,2,1,2,1,1,1,1,2,1,1,-9,-9,-9,-9,-9
385389,7789855,E12000001,H,4,1,2,2,1,1,1,1,1,9,6,-9,-9,-9,2
236762,7633924,E12000004,H,5,1,2,5,2,2,1,1,1,2,7,4,10,-9,2
496944,7903420,E12000007,H,5,1,2,1,1,1,1,1,4,2,-9,-9,-9,-9,-9
338448,7741472,E12000002,H,2,1,1,5,2,2,1,1,1,1,1,4,8,3,2
284394,7688383,E12000005,H,1,1,1,5,4,2,1,1,1,2,1,5,8,3,3
124502,7522483,E12000006,H,2,1,2,4,2,2,2,2,1,1,7,7,4,-9,1
405323,7799902,E12000005,H,2,1,2,3,2,2,2,1,3,6,7,-9,-9,-9,2
390539,7793810,E12000001,H,2,1,1,2,1,2,1,2,1,1,1,1,4,3,2
271151,7673022,E12000004,H,2,1,2,5,2,2,1,2,1,2,1,1,11,3,1
187319,7587268,E12000008,H,2,1,2,8,2,2,1,1,1,2,5,2,12,-9,1
164980,7563362,E12000006,H,2,1,2,1,1,2,1,2,1,2,-9,-9,-9,-9,-9
391248,7790770,E12000001,H,2,1,2,4,2,2,1,1,1,2,1,1,7,4,1
333881,7735883,E12000002,H,2,1,2,3,2,2,1,2,1,2,1,6,8,2,3
278688,7676285,E12000008,H,2,1,2,6,2,2,1,3,1,2,1,9,4,2,4
482182,7886749,E12000007,H,1,1,2,8,5,2,1,3,1,2,5,4,7,-9,2
498046,7899739,E12000007,H,1,1,2,3,1,2,1,1,1,2,2,1,4,4,2
405506,7803140,E12000005,H,2,1,2,2,1,2,1,2,1,2,1,7,4,3,4
63779,7459434,E12000006,H,2,1,1,1,1,1,1,3,2,2,-9,-9,-9,-9,-9
2945,7397787,E12000001,H,3,1,1,4,3,2,1,1,1,2,3,8,2,-9,4
109362,7508199,E12000009,H,5,1,1,1,1,1,1,2,1,2,-9,-9,-9,-9,-9
240808,7638395,E12000004,H,3,1,1,3,1,2,1,1,1,2,1,9,6,3,3
72240,7469533,E12000008,H,1,1,1,4,1,2,2,2,3,7,2,5,3,3,3
296266,7699574,E12000006,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
296583,7700298,E12000006,H,3,1,1,1,1,1,1,1,2,2,-9,-9,-9,-9,-9
326962,7726978,E12000008,H,5,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
474029,7878723,E12000007,H,1,1,2,2,1,1,1,2,1,1,6,3,12,-9,2
1776,7396490,E12000001,H,2,1,1,7,2,2,1,5,1,2,5,8,2,-9,4
285900,7685669,E12000009,H,2,1,2,3,2,2,2,3,3,1,1,6,5,1,3
374240,7779023,E12000003,H,2,1,2,6,2,2,1,2,1,2,5,4,10,-9,1
349359,7751687,E12000002,H,2,1,2,4,2,2,2,2,3,6,7,2,10,-9,1
545517,7956184,W92000004,H,3,1,2,5,1,2,1,3,1,1,1,6,10,2,3
346065,7743342,E12000002,H,1,1,1,6,1,2,1,3,1,9,5,3,10,-9,2
116865,7512286,E12000009,H,3,1,1,4,1,2,1,2,1,9,2,5,3,3,3
71314,7471245,E12000008,H,2,1,2,1,1,1,1,1,1,9,-9,-9,-9,-9,-9
559865,7962355,W92000004,C,-9,1,2,8,5,2,1,3,1,2,5,9,5,-9,-9
237138,7638184,E12000004,H,1,1,2,4,1,2,1,4,1,1,1,7,4,2,4
178981,7578446,E12000009,H,5,1,2,4,1,2,1,1,1,1,3,6,12,-9,4
544652,7958434,W92000004,H,2,1,2,7,2,2,1,2,1,2,5,7,4,-9,4
197409,7593718,E12000006,H,5,1,1,2,1,2,1,2,1,1,1,9,2,3,4
360620,7764143,E12000002,H,2,1,1,1,1,1,1,4,2,9,-9,-9,-9,-9,-9
315014,7717868,E12000005,H,2,1,1,7,2,2,1,1,1,2,1,2,6,2,1
548205,7947613,W92000004,H,5,1,1,3,1,2,1,1,1,1,1,5,4,3,3
8202,7404328,E12000002,H,2,1,1,4,2,1,2,1,3,6,4,4,12,3,2
233909,7634067,E12000004,H,5,1,2,3,1,2,1,2,1,2,9,6,11,-9,4
184802,7583876,E12000008,H,2,1,1,6,2,2,2,1,1,2,2,1,8,3,1
269085,7662760,E12000003,H,1,1,2,6,1,2,2,3,1,9,2,6,11,2,3
259850,7662707,E12000003,H,2,1,2,5,2,2,1,1,1,1,2,5,8,3,3
465063,7868312,E12000007,H,2,1,1,8,2,2,1,1,1,2,5,4,9,-9,2
561870,7550377,E12000009,C,-9,1,1,2,1,2,1,1,1,1,1,3,9,4,-9
76807,7473638,E12000008,H,2,1,1,2,1,1,1,3,3,6,4,7,4,-9,2
511946,7918528,E12000007,H,1,1,1,4,1,2,2,1,3,4,1,2,11,1,2
436321,7841276,E12000003,H,1,1,1,2,1,1,1,1,1,1,4,7,4,1,2
21917,7416749,E12000003,H,1,1,1,8,4,2,1,2,1,2,5,2,9,-9,1
380908,7783272,E12000003,H,2,1,1,5,2,2,1,2,1,1,1,2,11,3,1
92697,7491645,E12000001,H,1,1,1,6,5,2,1,2,1,9,2,2,6,3,1
417626,7818773,E12000005,H,5,1,2,1,1,1,1,3,1,2,-9,-9,-9,-9,-9
345821,7744800,E12000002,H,2,1,1,6,2,2,1,2,1,2,2,5,2,3,3
419130,7824299,E12000005,H,2,1,1,4,2,2,1,3,1,1,7,9,2,-9,1
91080,7488620,E12000001,H,1,1,2,7,5,2,1,2,1,1,5,2,10,-9,1
232011,7627883,E12000002,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
256813,7653412,E12000004,H,3,1,2,1,1,2,1,1,1,1,-9,-9,-9,-9,-9
20167,7413820,E12000003,H,2,1,2,4,2,2,1,1,1,2,1,2,11,2,2
75288,7470951,E12000008,H,1,1,1,4,1,2,1,3,1,1,1,9,8,1,4
451615,7852288,E12000007,H,5,1,1,5,2,2,2,2,3,2,2,2,8,3,1
400579,7801846,E12000005,H,2,1,1,4,2,2,2,2,3,4,1,1,2,3,1
125309,7518967,E12000008,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
122989,7519499,E12000008,H,2,1,1,7,2,2,1,1,1,1,2,1,4,3,1
219916,7619686,E12000002,H,2,1,1,8,2,2,1,2,1,2,5,1,4,-9,2
106556,7502344,E12000005,H,2,1,2,6,2,2,1,2,1,2,1,4,1,2,2
44136,7437374,E12000009,H,3,1,2,4,4,2,1,2,1,1,1,7,8,2,4
280446,7681244,E12000009,H,2,1,1,7,2,2,1,2,1,2,5,5,2,-9,3
109061,7505595,E12000009,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
79303,7473084,E12000008,H,3,1,2,5,4,2,1,2,1,1,1,1,10,3,2
466526,7871003,E12000007,H,3,1,2,2,1,1,2,2,1,2,6,-9,-9,-9,2
92928,7491911,E12000001,H,1,1,2,4,1,2,1,1,1,1,1,7,9,3,2
545712,7958403,W92000004,H,3,1,1,2,1,1,1,1,1,2,4,9,4,2,2
2556,7396962,E12000001,H,2,1,2,6,2,2,1,4,1,2,1,4,2,1,2
53085,7448172,E12000009,H,2,1,2,5,2,2,1,2,1,1,1,9,11,3,4
8105,7406748,E12000002,H,2,1,1,8,2,2,1,4,1,2,5,6,12,-9,2
441961,7840244,E12000003,H,5,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
368897,7773188,E12000002,H,3,1,1,2,1,2,1,2,1,2,1,4,7,3,2
40281,7433152,E12000005,H,2,1,2,4,2,2,1,3,2,2,1,1,11,2,2
91693,7488662,E12000001,H,1,1,1,6,3,2,1,2,1,2,1,8,8,2,4
171475,7569482,E12000006,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
444769,7849166,E12000003,H,2,1,1,4,2,2,1,1,1,1,1,1,2,3,2
418478,7826379,E12000005,H,2,1,1,5,2,2,2,4,3,4,9,8,2,-9,2
282932,7679291,E12000008,H,3,1,1,5,4,2,1,1,1,1,1,2,11,3,1
148118,7545623,E12000009,H,3,1,1,3,1,2,1,2,1,9,1,1,12,3,1
329225,7729039,E12000005,H,2,1,1,7,2,2,1,3,1,9,2,4,8,3,2
19267,7412664,E12000003,H,3,1,1,5,4,2,1,1,1,2,2,5,5,4,3
3523,7398192,E12000001,H,5,1,2,1,1,2,1,1,1,1,-9,-9,-9,-9,-9
290737,7691179,E12000005,H,2,1,2,7,2,2,1,2,1,2,5,4,9,-9,2
153262,7549757,E12000009,H,3,1,2,3,1,2,1,1,1,2,1,7,4,4,4
1478,7395938,E12000001,H,2,1,1,1,1,1,1,1,3,6,-9,-9,-9,-9,-9
477862,7883670,E12000007,H,1,1,2,2,1,1,1,1,1,1,4,9,5,1,2
385695,7789484,E12000001,H,2,1,1,1,1,1,1,1,1,9,-9,-9,-9,-9,-9
144942,7542026,E12000009,H,1,1,2,8,2,2,1,4,1,2,5,2,11,-9,2
380562,7786075,E12000003,H,1,1,1,2,1,2,1,1,1,9,1,7,4,2,4
243444,7643756,E12000004,H,3,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
447149,7849005,E12000003,H,1,1,2,2,1,2,1,1,1,1,1,7,4,2,4
544397,7954937,W92000004,H,5,1,1,2,1,1,1,1,1,2,6,-9,-9,-9,2
532798,7939763,W92000004,H,2,1,1,7,2,2,2,1,1,2,5,1,8,-9,1
405399,7808297,E12000005,H,2,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
267180,7669023,E12000004,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
249769,7651772,E12000006,H,-9,3,2,5,2,2,2,2,3,4,7,-9,-9,-9,-9
225231,7626061,E12000002,H,2,1,2,5,2,2,1,1,1,2,2,4,7,2,2
503336,7908277,E12000007,H,1,1,2,4,1,2,1,2,2,2,1,6,10,3,2
503998,7912283,E12000007,H,1,1,1,3,1,1,2,2,3,9,4,8,3,4,2
429455,7828544,E12000003,H,2,1,2,6,2,2,1,3,1,2,5,2,2,-9,3
289437,7691733,E12000005,H,2,1,2,6,2,2,1,2,1,2,1,3,4,2,2
481957,7888167,E12000007,H,2,1,1,4,2,2,1,2,1,2,2,5,3,4,3
494142,7895239,E12000007,H,2,1,1,6,2,2,1,2,1,2,2,5,3,3,3
14064,7409845,E12000003,H,3,1,1,2,1,2,1,3,1,1,9,-9,-9,-9,4
113776,7510117,E12000009,H,5,1,1,1,1,1,1,2,1,1,-9,-9,-9,-9,-9
455152,7859676,E12000007,H,1,1,1,5,1,2,2,5,4,2,8,5,6,-9,3
75798,7474564,E12000008,H,2,1,1,3,2,2,2,1,1,1,1,5,3,3,3
487856,7893184,E12000007,H,1,1,2,8,5,2,1,3,1,1,5,9,8,-9,4
540832,7939421,W92000004,H,2,1,1,1,1,1,1,2,1,1,-9,-9,-9,-9,-9
131837,7529560,E12000002,H,3,1,2,2,1,2,1,1,1,2,1,6,10,3,3
346671,7749360,E12000002,H,2,1,1,5,2,2,1,1,1,1,1,3,2,3,2
467441,7869219,E12000007,H,2,1,2,3,2,2,1,1,3,4,1,3,8,3,1
142931,7539666,E12000004,H,2,1,1,8,2,2,1,1,1,2,2,5,2,2,3
273470,7671080,E12000004,H,3,1,2,3,1,2,1,1,1,2,1,3,9,3,2
280242,7682404,E12000009,H,5,1,2,4,1,2,1,1,1,2,3,9,12,-9,4
515681,7923078,E12000007,H,2,1,2,1,1,2,1,1,3,6,-9,-9,-9,-9,-9
146631,7543474,E12000009,H,1,1,2,2,1,1,2,2,3,1,6,-9,-9,-9,2
379051,7778926,E12000003,H,2,1,2,8,2,2,1,2,1,2,5,9,11,-9,4
496346,7900986,E12000007,H,1,1,1,8,1,2,1,1,1,2,5,2,3,-9,1
389783,7795066,E12000001,H,1,1,2,8,1,2,1,2,1,2,5,7,4,-9,4
466119,7867158,E12000007,H,2,1,2,4,3,2,2,1,1,2,1,2,11,3,2
222059,7621224,E12000002,H,2,1,1,6,2,2,1,1,1,2,2,8,3,4,4
311465,7711825,E12000008,H,2,1,2,6,2,2,1,1,1,2,7,3,8,-9,3
334525,7737270,E12000002,H,2,1,2,6,2,2,2,2,1,2,1,4,4,2,2
52048,7445978,E12000009,H,3,1,1,5,1,2,1,2,1,1,1,8,2,3,4
88799,7487038,E12000001,H,1,1,1,5,3,2,1,2,1,2,1,9,8,4,3
211654,7614342,E12000008,H,5,1,2,3,1,1,1,2,1,2,6,6,11,-9,2
35967,7430112,E12000005,H,-9,3,1,2,1,2,2,1,1,2,9,-9,-9,-9,-9
540529,7946424,W92000004,H,2,1,2,4,2,2,1,1,1,2,1,3,8,2,2
75123,7467549,E12000008,H,2,1,1,6,2,2,1,1,1,1,2,6,6,3,2
153252,7549661,E12000009,H,2,1,1,6,2,2,1,1,1,9,5,1,4,-9,2
219735,7618351,E12000008,H,5,1,2,2,1,2,1,2,1,1,7,5,5,-9,4
379849,7778427,E12000003,H,2,1,1,2,1,1,1,1,1,2,6,-9,-9,-9,2
187933,7584870,E12000008,H,5,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
552916,7956070,W92000004,H,5,1,2,3,4,2,1,1,1,2,1,4,11,2,2
67424,7465821,E12000008,H,5,1,2,4,4,2,1,1,1,2,1,2,11,2,2
543727,7961476,W92000004,H,2,1,1,8,2,2,1,2,1,2,5,3,7,-9,2
108953,7502787,E12000009,H,2,1,1,6,2,2,1,2,1,2,1,2,5,3,1
6774,7400880,E12000001,H,2,1,2,5,2,2,1,2,1,2,1,4,10,3,2
36390,7428123,E12000005,H,3,1,2,1,1,2,1,1,1,2,-9,-9,-9,-9,-9
6645,7401066,E12000001,H,1,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
181905,7583136,E12000008,H,2,1,2,5,2,2,1,1,1,2,1,3,10,1,2
132281,7531754,E12000002,H,1,1,1,4,1,2,1,2,1,9,1,5,2,3,3
128131,7523521,E12000006,H,2,1,2,2,1,2,1,1,1,2,1,6,11,3,3
201988,7598282,E12000006,H,5,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
378655,7781039,E12000003,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
136411,7532982,E12000002,H,1,1,2,8,5,2,1,2,1,2,5,4,7,-9,2
168336,7562440,E12000006,H,3,1,1,4,1,2,1,2,1,1,1,1,5,4,1
110339,7504026,E12000009,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
65178,7460489,E12000006,H,2,1,1,5,2,2,1,1,1,1,1,2,12,3,1
505630,7910397,E12000007,H,2,1,1,1,1,1,1,1,3,6,-9,-9,-9,-9,-9
331284,7731964,E12000005,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
189149,7588360,E12000008,H,2,1,1,5,2,2,1,2,1,2,2,5,4,4,3
519501,7918109,E12000007,H,2,1,1,1,1,1,1,1,1,9,-9,-9,-9,-9,-9
513175,7915859,E12000007,H,2,1,1,4,4,2,1,1,1,1,1,2,8,3,1
350873,7756386,E12000002,H,4,1,2,2,1,2,1,2,1,2,1,8,3,3,4
387600,7789872,E12000001,H,1,1,2,3,1,2,2,1,1,2,1,2,3,3,1
320886,7718431,E12000005,H,2,1,1,6,2,2,1,1,1,1,2,5,4,3,3
566260,7524690,E12000006,C,-9,1,1,2,1,1,2,2,4,9,4,5,6,2,-9
479952,7884915,E12000007,H,2,1,1,1,1,2,1,1,5,6,-9,-9,-9,-9,-9
333810,7735483,E12000002,H,2,1,1,1,1,1,1,1,3,6,-9,-9,-9,-9,-9
96145,7490373,E12000001,H,2,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
538301,7942809,W92000004,H,2,1,2,8,2,2,1,3,1,2,5,4,2,-9,2
521624,7926469,E12000007,H,3,1,2,3,1,2,1,2,1,1,1,2,6,3,1
387231,7784070,E12000003,H,5,1,2,8,5,2,1,4,1,2,5,4,10,-9,2
449722,7855996,E12000007,H,2,1,2,5,2,2,1,1,1,2,1,2,11,3,1
522374,7926011,E12000007,H,-9,2,1,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9
115745,7515052,E12000006,H,2,1,2,7,2,2,1,3,1,2,5,4,11,-9,2
121063,7518392,E12000008,H,2,1,1,5,2,2,2,2,3,1,2,5,11,2,3
262088,7658744,E12000004,H,2,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
96488,7491720,E12000001,H,1,1,2,5,4,2,1,1,1,2,1,4,4,2,2
251036,7651082,E12000006,H,4,1,1,1,1,1,1,2,1,1,-9,-9,-9,-9,-9
119849,7515724,E12000006,H,2,1,1,7,2,2,1,2,1,1,5,5,2,-9,3
236995,7635968,E12000004,H,2,1,1,7,2,2,1,2,1,2,5,7,4,-9,4
190794,7589301,E12000008,H,3,1,1,3,1,2,2,1,1,2,1,3,3,3,2
365558,7771126,E12000002,H,2,1,1,5,2,2,1,2,1,2,1,1,6,3,2
433301,7838659,E12000003,H,2,1,2,1,1,2,1,1,3,6,-9,-9,-9,-9,-9
538545,7938376,W92000004,H,3,1,2,2,1,2,1,2,1,2,7,7,4,-9,4
466554,7872815,E12000007,H,2,1,2,2,1,1,1,2,4,2,6,-9,-9,-9,2
139270,7536914,E12000004,H,5,1,2,4,1,2,1,1,1,2,3,6,11,-9,4
555113,7956271,W92000004,H,2,1,1,2,1,1,1,1,1,2,6,3,8,-9,2
458237,7861569,E12000007,H,5,1,2,3,1,2,1,2,1,1,7,-9,-9,-9,4
204790,7605372,E12000008,H,1,1,2,8,5,2,1,3,1,5,5,3,9,-9,2
485414,7883460,E12000007,H,2,1,1,5,2,2,1,1,1,1,2,2,8,3,1
25099,7423380,E12000004,H,2,1,1,4,2,2,2,4,3,6,8,8,6,-9,4
333890,7735963,E12000002,H,2,1,1,6,2,2,1,1,1,2,1,8,6,4,3
350802,7754362,E12000002,H,2,1,2,3,2,2,1,2,1,2,1,2,10,3,1
409690,7800795,E12000005,H,2,1,1,3,2,2,1,1,1,2,1,2,12,3,1
193942,7589437,E12000008,H,5,1,2,1,1,2,2,1,1,1,-9,-9,-9,-9,-9
234365,7632895,E12000004,H,1,1,2,3,1,2,1,2,3,4,8,-9,-9,-9,4
334470,7737627,E12000002,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
444551,7850015,E12000007,H,4,1,1,6,1,2,1,3,1,2,8,8,8,-9,4
502010,7906988,E12000007,H,3,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
137767,7532667,E12000002,H,2,1,2,5,2,2,1,1,1,2,1,3,7,4,2
195664,7594528,E12000006,H,5,1,1,3,1,2,1,4,1,2,8,3,5,-9,4
437475,7842159,E12000003,H,2,1,1,1,1,1,1,2,2,2,-9,-9,-9,-9,-9
243960,7644098,E12000004,H,3,1,1,4,1,2,1,2,1,2,2,4,8,2,2
445063,7850048,E12000007,H,3,1,2,3,1,2,1,1,1,1,1,6,10,3,3
446222,7850574,E12000007,H,2,1,1,2,1,1,2,1,4,2,6,6,9,-9,2
344479,7745401,E12000002,H,2,1,1,1,1,2,2,2,3,6,-9,-9,-9,-9,-9
230800,7629497,E12000002,H,1,1,2,8,5,2,1,3,1,2,5,4,3,-9,2
501709,7906464,E12000007,H,1,1,2,5,1,2,1,2,4,1,1,6,10,3,3
451882,7854356,E12000007,H,1,1,2,2,1,2,1,1,1,9,1,7,4,3,4
351939,7755361,E12000002,H,2,1,1,7,2,2,2,1,1,2,5,8,3,-9,4
294999,7693201,E12000005,H,2,1,1,5,2,2,1,1,1,2,1,3,4,4,2
216149,7614808,E12000008,H,2,1,2,1,1,1,1,1,1,9,-9,-9,-9,-9,-9
88156,7488591,E12000001,H,1,1,1,7,1,2,1,3,1,2,5,9,8,-9,4
496977,7903427,E12000007,H,-9,3,2,2,1,1,2,1,3,6,6,-9,-9,-9,-9
151077,7546191,E12000009,H,2,1,2,6,2,2,1,1,1,2,5,4,12,-9,3
472496,7874143,E12000007,H,5,1,2,4,4,2,2,2,1,2,1,2,10,3,1
493441,7896810,E12000007,H,5,1,2,1,1,1,1,2,1,2,-9,-9,-9,-9,-9
497708,7902310,E12000007,H,1,1,1,5,1,2,1,4,1,2,1,3,4,2,2
200520,7601818,E12000006,H,5,1,2,6,4,2,1,1,1,2,1,4,10,3,2
81289,7475865,E12000008,H,3,1,1,3,1,2,1,1,1,1,1,8,2,3,4
1397,7395777,E12000001,H,2,1,2,6,2,2,1,3,1,2,3,4,9,-9,2
129949,7523602,E12000006,H,2,1,1,7,2,2,1,2,1,2,5,9,2,-9,4
10660,7404578,E12000002,H,5,1,2,3,3,2,2,2,3,9,7,7,6,-9,2
567461,7674144,E12000004,C,-9,1,2,8,2,2,1,4,1,2,5,9,10,-9,-9
409250,7811199,E12000005,H,2,1,1,7,2,2,1,4,1,9,5,8,2,-9,1
205987,7603574,E12000008,H,3,1,2,1,1,1,1,5,1,1,-9,-9,-9,-9,-9
464673,7867839,E12000007,H,2,1,2,2,1,2,1,1,1,2,1,3,10,3,2
71912,7467789,E12000008,H,5,1,1,1,1,2,1,1,2,9,-9,-9,-9,-9,-9
67198,7466148,E12000008,H,1,1,2,3,1,2,1,2,1,9,1,4,7,3,2
145498,7541703,E12000009,H,1,1,2,8,5,2,1,1,1,2,5,9,11,-9,4
247659,7646224,E12000006,H,2,1,1,7,2,2,1,2,1,2,5,5,2,-9,2
511414,7918032,E12000007,H,2,1,2,4,2,2,2,3,1,6,7,-9,-9,-9,4
352575,7757427,E12000002,H,1,1,1,5,1,2,1,2,1,1,3,8,2,-9,4
389377,7791777,E12000001,H,2,1,1,2,1,1,1,2,1,1,6,-9,-9,-9,2
526330,7932740,E12000007,H,5,1,2,3,1,2,2,2,2,2,7,4,4,-9,2
327145,7730546,E12000005,H,2,1,1,2,1,2,2,1,3,6,1,9,2,3,4
236976,7639955,E12000004,H,1,1,2,3,1,2,1,1,1,1,1,6,6,3,2
418120,7816975,E12000005,H,2,1,1,2,1,1,1,2,3,6,6,-9,-9,-9,2
468409,7871064,E12000007,H,5,1,1,3,1,2,1,1,3,6,3,3,8,-9,4
74184,7470611,E12000008,H,2,1,2,3,2,2,1,1,1,2,1,4,2,3,2
241540,7641877,E12000004,H,2,1,1,5,2,2,1,2,1,2,1,1,3,3,1
342803,7748279,E12000002,H,2,1,2,6,2,2,1,2,1,2,1,1,8,2,2
49626,7444950,E12000009,H,2,1,1,1,1,1,1,1,1,9,-9,-9,-9,-9,-9
352916,7754888,E12000002,H,-9,2,2,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9
208474,7607219,E12000008,H,1,1,1,4,2,2,2,1,4,2,1,4,7,3,2
288224,7687881,E12000005,H,5,1,2,2,1,2,1,1,1,2,7,6,10,-9,4
507435,7913371,E12000007,H,1,1,2,3,1,2,1,1,1,2,1,1,4,3,1
246925,7647829,E12000006,H,3,1,2,3,1,2,2,1,4,9,3,7,4,-9,4
124980,7522794,E12000006,H,1,1,1,3,1,1,1,1,1,2,6,2,2,-9,2
244824,7643607,E12000004,H,2,1,2,7,2,2,1,2,1,2,5,6,8,-9,2
428504,7833544,E12000003,H,2,1,1,8,2,2,1,3,1,2,5,5,8,-9,4
381579,7783670,E12000003,H,1,1,2,8,5,2,1,3,1,9,5,-9,-9,-9,4
54691,7453871,E12000009,H,1,1,2,3,1,2,1,1,1,8,2,3,12,2,2
